ms,current_thrust,0_ang_torque,0_ang_accel,0_ang_vel,0_ang_pos,0_output,0_p,0_i,0_d,1_ang_torque,1_ang_accel,1_ang_vel,1_ang_pos,1_output,1_p,1_i,1_d,0_lin_force,0_lin_accel,0_lin_vel,0_lin_pos,1_lin_force,1_lin_accel,1_lin_vel,1_lin_pos,2_lin_force,2_lin_accel,2_lin_vel,2_lin_pos,0_tvc,1_tvc
5898,15.0,-1.2198363E-4,-0.0013908242,8.734927E-4,0.087073065,-2.2451139E-5,1.9343197E-4,1.4154476E-4,-8.717179E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041106,1.3741946,7.4316926,-3.0,0.0,0.0,0.0,0.0,5.6650896,5.969536,35.20965,48.7,-2.2451139E-5,0.0
5899,15.0,-1.19552315E-4,-0.001363103,8.721157E-4,0.08707394,-2.2545995E-5,1.9256026E-4,1.4173733E-4,-8.717179E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041223,1.3742069,7.433067,-3.0,0.0,0.0,0.0,0.0,5.6650896,5.969536,35.21562,48.7,-2.2545995E-5,0.0
5900,15.0,-1.20057426E-4,-0.0013688622,8.7074976E-4,0.08707481,-2.2640954E-5,1.9168854E-4,1.4192902E-4,-8.717179E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041339,1.3742191,7.434441,-3.0,0.0,0.0,0.0,0.0,5.6650896,5.969536,35.22159,48.7,-2.2640954E-5,0.0
5901,15.0,-1.20563076E-4,-0.0013746275,8.6937804E-4,0.08707568,-2.273601E-5,1.9081682E-4,1.4211984E-4,-8.717179E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041455,1.3742312,7.4358153,-3.0,0.0,0.0,0.0,0.0,5.6650877,5.969534,35.22756,48.7,-2.273601E-5,0.0
5902,15.0,-1.2106926E-4,-0.0013803988,8.6800056E-4,0.08707655,-2.283117E-5,1.899451E-4,1.4230979E-4,-8.717179E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041571,1.3742436,7.4371896,-3.0,0.0,0.0,0.0,0.0,5.6650877,5.969534,35.23353,48.7,-2.283117E-5,0.0
5903,15.0,-1.2157597E-4,-0.0013861762,8.6661725E-4,0.08707742,-2.2374079E-5,1.8908083E-4,1.4249887E-4,-8.642673E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041768,1.3742642,7.438564,-3.0,0.0,0.0,0.0,0.0,5.6650867,5.969533,35.2395,48.7,-2.2374079E-5,0.0
5904,15.0,-1.19141965E-4,-0.0013584243,8.6524495E-4,0.08707828,-2.2468434E-5,1.8821657E-4,1.4268709E-4,-8.642673E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041884,1.3742765,7.439938,-3.0,0.0,0.0,0.0,0.0,5.6650867,5.969533,35.24547,48.7,-2.2468434E-5,0.0
5905,15.0,-1.196444E-4,-0.001364153,8.6388364E-4,0.087079145,-2.256289E-5,1.873523E-4,1.4287444E-4,-8.642673E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3041999,1.3742887,7.4413123,-3.0,0.0,0.0,0.0,0.0,5.6650867,5.969533,35.25144,48.7,-2.256289E-5,0.0
5906,15.0,-1.20147386E-4,-0.0013698878,8.6251664E-4,0.08708001,-2.2657441E-5,1.8648803E-4,1.4306093E-4,-8.642673E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042114,1.3743007,7.4426866,-3.0,0.0,0.0,0.0,0.0,5.6650867,5.969533,35.25741,48.7,-2.2657441E-5,0.0
5907,15.0,-1.2065087E-4,-0.0013756284,8.6114387E-4,0.08708087,-2.2752094E-5,1.8562376E-4,1.4324655E-4,-8.642673E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304223,1.3743129,7.444061,-3.0,0.0,0.0,0.0,0.0,5.665086,5.969532,35.26338,48.7,-2.2752094E-5,0.0
5908,15.0,-1.21154895E-4,-0.0013813752,8.597654E-4,0.08708173,-2.2294498E-5,1.8476695E-4,1.4343132E-4,-8.568167E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042426,1.3743336,7.445435,-3.0,0.0,0.0,0.0,0.0,5.665085,5.969531,35.26935,48.7,-2.2294498E-5,0.0
5909,15.0,-1.187182E-4,-0.0013535927,8.583979E-4,0.08708259,-2.2388347E-5,1.8391013E-4,1.4361522E-4,-8.568167E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042539,1.3743455,7.4468093,-3.0,0.0,0.0,0.0,0.0,5.665085,5.969531,35.27532,48.7,-2.2388347E-5,0.0
5910,15.0,-1.1921794E-4,-0.0013592906,8.570415E-4,0.087083444,-2.2482294E-5,1.8305331E-4,1.4379827E-4,-8.568167E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042653,1.3743575,7.4481835,-3.0,0.0,0.0,0.0,0.0,5.665084,5.96953,35.28129,48.7,-2.2482294E-5,0.0
5911,15.0,-1.19718214E-4,-0.0013649946,8.556794E-4,0.0870843,-2.2576336E-5,1.821965E-4,1.4398046E-4,-8.568167E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042768,1.3743696,7.449558,-3.0,0.0,0.0,0.0,0.0,5.665083,5.9695287,35.28726,48.7,-2.2576336E-5,0.0
5912,15.0,-1.2021899E-4,-0.0013707043,8.5431157E-4,0.08708516,-2.267048E-5,1.8133968E-4,1.4416181E-4,-8.568167E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304288,1.3743815,7.450932,-3.0,0.0,0.0,0.0,0.0,5.665083,5.9695287,35.29323,48.7,-2.267048E-5,0.0
5913,15.0,-1.20720295E-4,-0.00137642,8.52938E-4,0.087086014,-2.2764714E-5,1.8048286E-4,1.443423E-4,-8.568167E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3042996,1.3743937,7.4523063,-3.0,0.0,0.0,0.0,0.0,5.665082,5.9695277,35.2992,48.7,-2.2764714E-5,0.0
5914,15.0,-1.21222096E-4,-0.0013821414,8.515587E-4,0.087086864,-2.230671E-5,1.796335E-4,1.4452192E-4,-8.4936613E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304319,1.3744141,7.4536805,-3.0,0.0,0.0,0.0,0.0,5.665081,5.969527,35.30517,48.7,-2.230671E-5,0.0
5915,15.0,-1.1878323E-4,-0.0013543342,8.5019047E-4,0.08708771,-2.2400141E-5,1.7878413E-4,1.4470071E-4,-8.4936613E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043305,1.3744262,7.4550548,-3.0,0.0,0.0,0.0,0.0,5.665081,5.969527,35.31114,48.7,-2.2400141E-5,0.0
5916,15.0,-1.1928075E-4,-0.0013600067,8.488333E-4,0.08708856,-2.2493674E-5,1.7793477E-4,1.4487865E-4,-8.4936613E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043417,1.374438,7.456429,-3.0,0.0,0.0,0.0,0.0,5.66508,5.969526,35.31711,48.7,-2.2493674E-5,0.0
5917,15.0,-1.1977881E-4,-0.0013656855,8.474704E-4,0.08708941,-2.2587301E-5,1.770854E-4,1.4505573E-4,-8.4936613E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043529,1.3744498,7.4578032,-3.0,0.0,0.0,0.0,0.0,5.665079,5.969525,35.32308,48.7,-2.2587301E-5,0.0
5918,15.0,-1.2027737E-4,-0.0013713699,8.461019E-4,0.08709026,-2.2681023E-5,1.7623603E-4,1.4523197E-4,-8.4936613E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043643,1.3744619,7.4591775,-3.0,0.0,0.0,0.0,0.0,5.665079,5.969525,35.32905,48.7,-2.2681023E-5,0.0
5919,15.0,-1.2077644E-4,-0.0013770602,8.447277E-4,0.0870911,-2.2222503E-5,1.7539412E-4,1.4540736E-4,-8.4191555E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043836,1.3744823,7.4605517,-3.0,0.0,0.0,0.0,0.0,5.665078,5.969524,35.33502,48.7,-2.2222503E-5,0.0
5920,15.0,-1.1833483E-4,-0.0013492216,8.433645E-4,0.087091945,-2.231542E-5,1.745522E-4,1.4558191E-4,-8.4191555E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304395,1.3744942,7.4619265,-3.0,0.0,0.0,0.0,0.0,5.665077,5.969523,35.34099,48.7,-2.231542E-5,0.0
5921,15.0,-1.1882961E-4,-0.0013548629,8.4201247E-4,0.08709279,-2.2408436E-5,1.7371029E-4,1.4575562E-4,-8.4191555E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044059,1.3745058,7.463301,-3.0,0.0,0.0,0.0,0.0,5.665077,5.969523,35.34696,48.7,-2.2408436E-5,0.0
5922,15.0,-1.1932492E-4,-0.0013605104,8.406548E-4,0.08709363,-2.2501546E-5,1.7286837E-4,1.4592848E-4,-8.4191555E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044173,1.3745177,7.464676,-3.0,0.0,0.0,0.0,0.0,5.665077,5.969523,35.35293,48.7,-2.2501546E-5,0.0
5923,15.0,-1.1982073E-4,-0.0013661635,8.3929143E-4,0.08709447,-2.2594751E-5,1.7202646E-4,1.4610052E-4,-8.4191555E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044285,1.3745295,7.4660506,-3.0,0.0,0.0,0.0,0.0,5.6650763,5.969522,35.3589,48.7,-2.2594751E-5,0.0
5924,15.0,-1.2031705E-4,-0.0013718223,8.3792245E-4,0.08709531,-2.2688051E-5,1.7118454E-4,1.462717E-4,-8.4191555E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044395,1.3745412,7.4674253,-3.0,0.0,0.0,0.0,0.0,5.6650753,5.969521,35.36487,48.7,-2.2688051E-5,0.0
5925,15.0,-1.20813864E-4,-0.0013774869,8.365478E-4,0.08709615,-2.2229106E-5,1.7035007E-4,1.4644205E-4,-8.3446497E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304459,1.3745617,7.4688,-3.0,0.0,0.0,0.0,0.0,5.6650753,5.969521,35.37084,48.7,-2.2229106E-5,0.0
5926,15.0,-1.18369986E-4,-0.0013496225,8.3518424E-4,0.08709698,-2.2321601E-5,1.6951561E-4,1.4661156E-4,-8.3446497E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044701,1.3745733,7.470175,-3.0,0.0,0.0,0.0,0.0,5.6650743,5.96952,35.37681,48.7,-2.2321601E-5,0.0
5927,15.0,-1.18862525E-4,-0.0013552383,8.338318E-4,0.087097816,-2.2414191E-5,1.6868114E-4,1.4678025E-4,-8.3446497E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044811,1.374585,7.4715495,-3.0,0.0,0.0,0.0,0.0,5.6650734,5.9695187,35.38278,48.7,-2.2414191E-5,0.0
5928,15.0,-1.19355565E-4,-0.0013608597,8.3247374E-4,0.08709865,-2.2506872E-5,1.6784668E-4,1.4694809E-4,-8.3446497E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044921,1.3745966,7.472924,-3.0,0.0,0.0,0.0,0.0,5.6650734,5.9695187,35.38875,48.7,-2.2506872E-5,0.0
5929,15.0,-1.1984909E-4,-0.0013664869,8.3111005E-4,0.087099485,-2.2599652E-5,1.6701221E-4,1.471151E-4,-8.3446497E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045033,1.3746084,7.474299,-3.0,0.0,0.0,0.0,0.0,5.6650734,5.9695187,35.39472,48.7,-2.2599652E-5,0.0
5930,15.0,-1.20343146E-4,-0.0013721199,8.297408E-4,0.08710031,-2.2140186E-5,1.661852E-4,1.4728129E-4,-8.270144E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045224,1.3746284,7.4756737,-3.0,0.0,0.0,0.0,0.0,5.6650715,5.9695168,35.40069,48.7,-2.2140186E-5,0.0
5931,15.0,-1.1789649E-4,-0.0013442237,8.283826E-4,0.08710114,-2.2232154E-5,1.6535819E-4,1.4744664E-4,-8.270144E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045335,1.3746401,7.4770484,-3.0,0.0,0.0,0.0,0.0,5.6650715,5.9695168,35.40666,48.7,-2.2232154E-5,0.0
5932,15.0,-1.1838622E-4,-0.0013498075,8.270356E-4,0.087101966,-2.2324217E-5,1.6453117E-4,1.4761116E-4,-8.270144E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045446,1.3746518,7.478423,-3.0,0.0,0.0,0.0,0.0,5.6650715,5.9695168,35.41263,48.7,-2.2324217E-5,0.0
5933,15.0,-1.1887645E-4,-0.001355397,8.2568295E-4,0.08710279,-2.2416374E-5,1.6370416E-4,1.4777487E-4,-8.270144E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045554,1.3746632,7.479798,-3.0,0.0,0.0,0.0,0.0,5.6650705,5.969516,35.4186,48.7,-2.2416374E-5,0.0
5934,15.0,-1.19367185E-4,-0.0013609922,8.243247E-4,0.08710362,-2.2508626E-5,1.6287714E-4,1.4793775E-4,-8.270144E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045665,1.3746749,7.4811726,-3.0,0.0,0.0,0.0,0.0,5.6650705,5.969516,35.42457,48.7,-2.2508626E-5,0.0
5935,15.0,-1.19858436E-4,-0.0013665934,8.229609E-4,0.08710445,-2.2600972E-5,1.6205013E-4,1.480998E-4,-8.270144E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045775,1.3746865,7.4825473,-3.0,0.0,0.0,0.0,0.0,5.6650705,5.969516,35.43054,48.7,-2.2600972E-5,0.0
5936,15.0,-1.2035017E-4,-0.0013722,8.2159153E-4,0.08710527,-2.214107E-5,1.6123056E-4,1.4826104E-4,-8.195638E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3045965,1.3747066,7.483922,-3.0,0.0,0.0,0.0,0.0,5.6650686,5.969514,35.43651,48.7,-2.214107E-5,0.0
5937,15.0,-1.17901196E-4,-0.0013442774,8.202333E-4,0.08710609,-2.2232602E-5,1.60411E-4,1.4842144E-4,-8.195638E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046075,1.3747182,7.4852967,-3.0,0.0,0.0,0.0,0.0,5.6650686,5.969514,35.44248,48.7,-2.2232602E-5,0.0
5938,15.0,-1.18388605E-4,-0.0013498347,8.1888627E-4,0.087106906,-2.2324231E-5,1.5959144E-4,1.4858104E-4,-8.195638E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046184,1.3747295,7.4866714,-3.0,0.0,0.0,0.0,0.0,5.6650686,5.969514,35.44845,48.7,-2.2324231E-5,0.0
5939,15.0,-1.1887652E-4,-0.0013553979,8.1753364E-4,0.087107725,-2.2415952E-5,1.5877187E-4,1.4873981E-4,-8.195638E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046291,1.3747408,7.488046,-3.0,0.0,0.0,0.0,0.0,5.6650677,5.969513,35.45442,48.7,-2.2415952E-5,0.0
5940,15.0,-1.19364944E-4,-0.0013609667,8.161755E-4,0.087108545,-2.2507767E-5,1.5795231E-4,1.4889776E-4,-8.195638E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046399,1.3747523,7.489421,-3.0,0.0,0.0,0.0,0.0,5.6650667,5.969512,35.46039,48.7,-2.2507767E-5,0.0
5941,15.0,-1.1985386E-4,-0.0013665411,8.1481173E-4,0.08710936,-2.2047334E-5,1.571402E-4,1.490549E-4,-8.121132E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046591,1.3747725,7.4907956,-3.0,0.0,0.0,0.0,0.0,5.6650667,5.969512,35.46636,48.7,-2.2047334E-5,0.0
5942,15.0,-1.1740204E-4,-0.0013385862,8.1345916E-4,0.08711017,-2.2138334E-5,1.5632808E-4,1.4921124E-4,-8.121132E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046699,1.3747839,7.4921703,-3.0,0.0,0.0,0.0,0.0,5.665066,5.969511,35.47233,48.7,-2.2138334E-5,0.0
5943,15.0,-1.1788663E-4,-0.0013441114,8.121178E-4,0.08711098,-2.222943E-5,1.5551597E-4,1.4936675E-4,-8.121132E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046806,1.3747951,7.493545,-3.0,0.0,0.0,0.0,0.0,5.665065,5.9695096,35.4783,48.7,-2.222943E-5,0.0
5944,15.0,-1.1837171E-4,-0.001349642,8.1077096E-4,0.08711179,-2.2320619E-5,1.5470386E-4,1.4952145E-4,-8.121132E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3046914,1.3748065,7.49492,-3.0,0.0,0.0,0.0,0.0,5.665065,5.9695096,35.48427,48.7,-2.2320619E-5,0.0
5945,15.0,-1.18857286E-4,-0.0013551785,8.0941856E-4,0.087112606,-2.2411896E-5,1.5389174E-4,1.4967534E-4,-8.121132E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047022,1.3748178,7.4962945,-3.0,0.0,0.0,0.0,0.0,5.665065,5.9695096,35.49024,48.7,-2.2411896E-5,0.0
5946,15.0,-1.1934334E-4,-0.0013607204,8.0806063E-4,0.08711342,-2.2503267E-5,1.5307963E-4,1.4982843E-4,-8.121132E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304713,1.3748293,7.497669,-3.0,0.0,0.0,0.0,0.0,5.665064,5.9695086,35.49621,48.7,-2.2503267E-5,0.0
5947,15.0,-1.198299E-4,-0.001366268,8.066971E-4,0.08711422,-2.204239E-5,1.5227497E-4,1.499807E-4,-8.0466265E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047318,1.3748492,7.499044,-3.0,0.0,0.0,0.0,0.0,5.665063,5.9695077,35.50218,48.7,-2.204239E-5,0.0
5948,15.0,-1.1737572E-4,-0.0013382861,8.0534484E-4,0.08711503,-2.213295E-5,1.514703E-4,1.5013217E-4,-8.0466265E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047425,1.3748603,7.5004187,-3.0,0.0,0.0,0.0,0.0,5.665063,5.9695077,35.50815,48.7,-2.213295E-5,0.0
5949,15.0,-1.1785796E-4,-0.0013437845,8.040038E-4,0.08711583,-2.2223594E-5,1.5066564E-4,1.5028284E-4,-8.0466265E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047532,1.3748716,7.5017934,-3.0,0.0,0.0,0.0,0.0,5.665062,5.9695067,35.51412,48.7,-2.2223594E-5,0.0
5950,15.0,-1.18340635E-4,-0.0013492878,8.026573E-4,0.08711664,-2.231434E-5,1.4986098E-4,1.504327E-4,-8.0466265E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047638,1.3748828,7.503168,-3.0,0.0,0.0,0.0,0.0,5.665061,5.969506,35.52009,48.7,-2.231434E-5,0.0
5951,15.0,-1.1882385E-4,-0.0013547973,8.013052E-4,0.08711744,-2.2405173E-5,1.4905632E-4,1.5058175E-4,-8.0466265E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047745,1.3748941,7.504543,-3.0,0.0,0.0,0.0,0.0,5.665061,5.969506,35.52606,48.7,-2.2405173E-5,0.0
5952,15.0,-1.1930754E-4,-0.0013603121,7.9994765E-4,0.08711824,-2.1943753E-5,1.482591E-4,1.5073E-4,-7.9721207E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3047934,1.3749139,7.5059175,-3.0,0.0,0.0,0.0,0.0,5.66506,5.969505,35.53203,48.7,-2.1943753E-5,0.0
5953,15.0,-1.1685048E-4,-0.0013322975,7.9860137E-4,0.087119035,-2.2033764E-5,1.4746189E-4,1.5087747E-4,-7.9721207E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304804,1.3749251,7.5072923,-3.0,0.0,0.0,0.0,0.0,5.665059,5.969504,35.538,48.7,-2.2033764E-5,0.0
5954,15.0,-1.1732979E-4,-0.0013377625,7.972663E-4,0.08711983,-2.2123873E-5,1.4666468E-4,1.5102414E-4,-7.9721207E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048145,1.3749362,7.508667,-3.0,0.0,0.0,0.0,0.0,5.665059,5.969504,35.54397,48.7,-2.2123873E-5,0.0
5955,15.0,-1.1780963E-4,-0.0013432334,7.959258E-4,0.08712063,-2.221407E-5,1.4586747E-4,1.5117001E-4,-7.9721207E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304825,1.3749473,7.5100417,-3.0,0.0,0.0,0.0,0.0,5.665059,5.969504,35.54994,48.7,-2.221407E-5,0.0
5956,15.0,-1.18289914E-4,-0.0013487095,7.945798E-4,0.08712143,-2.230436E-5,1.4507025E-4,1.5131508E-4,-7.9721207E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048356,1.3749584,7.5114164,-3.0,0.0,0.0,0.0,0.0,5.665058,5.969503,35.55591,48.7,-2.230436E-5,0.0
5957,15.0,-1.1877072E-4,-0.0013541915,7.9322833E-4,0.087122224,-2.2394739E-5,1.4427304E-4,1.5145935E-4,-7.9721207E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304846,1.3749695,7.5127916,-3.0,0.0,0.0,0.0,0.0,5.665058,5.969503,35.56188,48.7,-2.2394739E-5,0.0
5958,15.0,-1.19251985E-4,-0.0013596788,7.918714E-4,0.087123014,-2.1932869E-5,1.4348328E-4,1.5160283E-4,-7.897615E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048649,1.3749894,7.514167,-3.0,0.0,0.0,0.0,0.0,5.665058,5.969503,35.56785,48.7,-2.1932869E-5,0.0
5959,15.0,-1.16792515E-4,-0.0013316366,7.9052575E-4,0.087123804,-2.2022428E-5,1.4269352E-4,1.5174552E-4,-7.897615E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048753,1.3750002,7.515542,-3.0,0.0,0.0,0.0,0.0,5.665057,5.969502,35.57382,48.7,-2.2022428E-5,0.0
5960,15.0,-1.17269425E-4,-0.0013370741,7.891914E-4,0.08712459,-2.2112079E-5,1.4190376E-4,1.5188743E-4,-7.897615E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048857,1.3750113,7.516917,-3.0,0.0,0.0,0.0,0.0,5.665056,5.9695005,35.57979,48.7,-2.2112079E-5,0.0
5961,15.0,-1.1774682E-4,-0.0013425173,7.878516E-4,0.08712538,-2.220182E-5,1.41114E-4,1.5202854E-4,-7.897615E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048962,1.3750224,7.5182924,-3.0,0.0,0.0,0.0,0.0,5.665056,5.9695005,35.58576,48.7,-2.220182E-5,0.0
5962,15.0,-1.1822469E-4,-0.0013479658,7.8650634E-4,0.08712617,-2.2291653E-5,1.4032423E-4,1.5216887E-4,-7.897615E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049066,1.3750333,7.5196676,-3.0,0.0,0.0,0.0,0.0,5.665056,5.9695005,35.59173,48.7,-2.2291653E-5,0.0
5963,15.0,-1.1870306E-4,-0.0013534201,7.8515563E-4,0.087126955,-2.182923E-5,1.3954192E-4,1.523084E-4,-7.823109E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049253,1.375053,7.521043,-3.0,0.0,0.0,0.0,0.0,5.6650543,5.9694986,35.5977,48.7,-2.182923E-5,0.0
5964,15.0,-1.1624064E-4,-0.0013253442,7.838163E-4,0.08712774,-2.1918244E-5,1.3875961E-4,1.5244716E-4,-7.823109E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049356,1.3750638,7.522418,-3.0,0.0,0.0,0.0,0.0,5.6650543,5.9694986,35.60367,48.7,-2.1918244E-5,0.0
5965,15.0,-1.1671465E-4,-0.0013307488,7.824882E-4,0.08712852,-2.2007342E-5,1.379773E-4,1.5258514E-4,-7.823109E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304946,1.3750747,7.523793,-3.0,0.0,0.0,0.0,0.0,5.6650543,5.9694986,35.60964,48.7,-2.2007342E-5,0.0
5966,15.0,-1.171891E-4,-0.0013361583,7.811547E-4,0.0871293,-2.2096534E-5,1.3719499E-4,1.5272234E-4,-7.823109E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049564,1.3750858,7.5251684,-3.0,0.0,0.0,0.0,0.0,5.6650534,5.9694977,35.61561,48.7,-2.2096534E-5,0.0
5967,15.0,-1.1766404E-4,-0.0013415734,7.7981583E-4,0.087130085,-2.218581E-5,1.3641268E-4,1.5285875E-4,-7.823109E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049667,1.3750966,7.5265436,-3.0,0.0,0.0,0.0,0.0,5.6650524,5.9694967,35.62158,48.7,-2.218581E-5,0.0
5968,15.0,-1.1813943E-4,-0.0013469937,7.784715E-4,0.08713087,-2.227518E-5,1.3563037E-4,1.5299437E-4,-7.823109E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304977,1.3751075,7.527919,-3.0,0.0,0.0,0.0,0.0,5.6650524,5.9694967,35.62755,48.7,-2.227518E-5,0.0
5969,15.0,-1.1861534E-4,-0.0013524198,7.771218E-4,0.08713164,-2.1812291E-5,1.3485551E-4,1.5312922E-4,-7.748603E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3049955,1.375127,7.529294,-3.0,0.0,0.0,0.0,0.0,5.6650515,5.969496,35.63352,48.7,-2.1812291E-5,0.0
5970,15.0,-1.1615044E-4,-0.0013243158,7.7578344E-4,0.08713242,-2.190084E-5,1.3408065E-4,1.532633E-4,-7.748603E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3050059,1.3751379,7.530669,-3.0,0.0,0.0,0.0,0.0,5.6650505,5.969495,35.63949,48.7,-2.190084E-5,0.0
5971,15.0,-1.16621966E-4,-0.001329692,7.744564E-4,0.08713319,-2.1989475E-5,1.3330579E-4,1.5339661E-4,-7.748603E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3050162,1.3751488,7.5320444,-3.0,0.0,0.0,0.0,0.0,5.6650505,5.969495,35.64546,48.7,-2.1989475E-5,0.0
5972,15.0,-1.1709395E-4,-0.0013350735,7.7312405E-4,0.08713397,-2.2078199E-5,1.3253093E-4,1.5352914E-4,-7.748603E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3050263,1.3751594,7.5334196,-3.0,0.0,0.0,0.0,0.0,5.6650505,5.969495,35.65143,48.7,-2.2078199E-5,0.0
5973,15.0,-1.1756641E-4,-0.0013404603,7.7178626E-4,0.08713474,-2.2167009E-5,1.3175607E-4,1.5366089E-4,-7.748603E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3050367,1.3751704,7.534795,-3.0,0.0,0.0,0.0,0.0,5.6650496,5.969494,35.6574,48.7,-2.2167009E-5,0.0
